label,sen
1,"Trump also informed the audience that , had he not been elected in 2016 , Iran `` would have conquered Saudi Arabia '' and the whole Middle East ."
1,"If Remain had won , the EU would have viewed this as a validation that they 're on the right track , and Brussels will have continued to grow the EU regulatory state ."
1,"Democrats could have given ground and accepted the bill the House passed last night , but that would take away their leverage to resist policy riders and deep spending cuts Republicans want ."
1,"Seife said his team likely could have uncovered even more cases , but most of the documents his students obtained from the FDA were heavily redacted ."
1,"I understand the timing , and if I were at DreamWorks Animation , I probably would have voted for a Memorial Day opening as well ."
1,"`` In their shoes , if I was a smoker or a recent smoker with blood pressure higher than 140/90 , doing very little physical activity , and with a BMI more than 30 and a poor diet I would have five risk factors and I would certainly be worried about suffering from heart disease . ''"
1,"Without being involved in a cohort , GHS would have had to `` go out and search the market , be reviewing various proposals and vetting companies , '' Rice said ."
1,White said he was never consulted about a policy-and would have opposed it had he been .
1,"If those had been adopted sooner , you would limit this risk going forward . '' GEITHNER ON BRIEFING REGULATORS ON LIBOR IN 2008 : `` In 2008 , as the financial crisis intensified and there were broader concerns about the financial strength of banks , European banks were having a tougher time raising dollars , those Libor rates began to rise ."
1,`` And a new study suggests that a more than a third of those unwanted and potentially dangerous side effects could have been prevented with better prescribing practices and doctor-patient communication . ''
1,"About 75 percent of the fund 's investors would have been eligible to leave on March 31 , and 100 percent could have exited by June 30 , the fund 's founder David Ganek said in a letter to investors last month ."
1,"Dr. Steensma said that if he had CHIP , he would make sure he did his best to control all of his heart disease risks , like cholesterol and blood pressure , and that he had a healthy diet and exercised ."
1,"Had the accusation ever been shared with members of the Air Force 's Judge Advocate General 's Corps - the lawyers who serve as legal advisers , prosecutors , defense lawyers and judges - it would have been difficult to stamp out , given her prominence at the time and given how small the corps was , said Mr. Christensen , who is now the president of Protect Our Defenders , a military victims ' rights group.."
1,All you kids out there you owe your parents respect if it was n't for them you would n't have life .
1,"As I argued earlier , if Walden were brighter , he 'd have waited for Democrats to line up in support of cutting Social Security ."
1,"Although it failed , letting the co-operation make it then that would have been an all-share merger ."
1,`` She had a lot of anger because her situation was such that she could have started trying for a baby earlier if she had known . ''
1,"`` Our sample size was relatively small , because we had to get folks who gave us data at each time point , admission , discharge , 6 months , and 12 months , and who also did not have any intervening treatment , because if someone had been admitted anywhere for treatment during the 12-month follow-up , that could have confounded the results , '' said Dr. Miller.."
1,"Had he been successful in setting off the explosion , it 's unlikely that the plane would have been so damaged as to crash , but almost certain that there would have been deaths in the passenger cabin ."
1,He testified that if he had suspected anything `` untoward '' he would have reported it .
1,"if some of those wonderful people had guns strapped right here to their waist , or to their ankle , and this sonovabitch comes out and starts shooting , and one of the people in that room happens to have it and goes 'boom ' , y'know what , that would 've been a beautiful , beautiful sight folks ."
1,If you were Britain what would you do ? Before we get into all of that let me give you the basics .
1,"I am certain that had he been provided actual hand-on simulator training in water landings , he would have been able to slip his airliner gently into the Hudson with no damage ."
1,"Had she lived , she would be stunned to learn that Mr Kurras , now 81 , had been a long-time agent of East Germany 's secret police , the Stasi ."
1,"But putting in your eight hours a day without checking your smartphone over dinner and taking calls in the evening , which is actually impossible for you , work would n't have preyed on your mind and ate into personal time ."
1,The rock and the hard place If Canadian Solar had launched a yieldco earlier this year -- or even a year ago -- it would n't be dealing with the same challenge it is today .
1,"European satraps , including the European Central Bank president , Mario Draghi , and the European Commission president , Jean-Claude Juncker , have hinted they would be more sympathetic to Mr Renzi if there were more reforms on his agenda ."
1,"I wish there was an omniscient , benevolent personal creator God who cares about everyone and everything simultaneously yet individually , but I just do n't think that 's the case ."
1,"The groups were n't identical , he said , and that would have been the best way to study the issue ."
1,"Cruz as we should have had since he was elected in 2012 , ' '' said Steve Verett , the executive director of the Plains Cotton Growers , as he introduced the 46-year-old junior senator '' at the Southwest Ag Issues Summit on Monday ."
1,"`` In a perfect world , it wouldn ' take impeachment for us to get the information , '' he told CQ Roll Call ."
1,"`` It is likely that had the offer been in cash and liquid assets Repsol would have accepted the deal , '' Barclay 's said ."
1,"They should have turned Afghanistan into a perfect Jeffersonian democracy , ideally with a special focus on gender equality ."
1,`` If we had hegemonic ambitions the nuclear deal would never have been reached . ''
1,"`` If we went purely science-based , nobody would come to treatment because it would be boring , '' Mr. Perez said.."
1,"And if someone would have come to me seven years ago and said a company making trendy , luxury purses could whomp the market with a 1,855 % return , I 'd have called them crazy ."
1,"None of this would be possible , though , were it not for the medical need for personalized patient care , and the enthusiasm of the physicians and surgeons who request the models , says Jonathan Morris , M.D. , who also is co-director of the Rochester lab ."
1,"My father was from a background , which if we were talking about Europe or Latin America , we would call , `` peasant '' origin , although he had risen solidly into the working-middle class ."
1,"In any event , Gayl 's report concluded that deaths from IEDs in Iraq could have been cut by 50 % if a 2005 Marine request for MRAPs had been granted ."
1,"Or so we would say , if we had been all locked in an underground cave for two years only to finally peep out this morning ."
1,"`` Without Judge Reinhardt 's vote , the opinion attributed to him would have been approved by only 5 of the 10 members of the en banc panel who were still living when the decision was filed , '' the opinion stated ."
1,"And while it 's entirely possible that an agreement could be worked out by which the parties agree to allow it through by unanimous consent , I 'd certainly have to take that as a sign that we got considerably less real reform than we might have been able to get if the reformers had been a little more aggressive ."
1,"But the economy would have grown at a healthy 2.5 percent clip were it not for slower inventory growth , a plunge in defense spending and the effects of Superstorm Sandy , which hit the East Coast in October ."
1,"Sanofi is getting more than it would have if it lost the lawsuits , but presumably less than it would have if it won ."
1,"`` If I was the Fed , I 'd be happy with this rather than unhappy , '' Mr Leaviss said ."
1,Donna Helen Crisp says she thinks she would have been less traumatized had the North Carolina hospital and her surgeon not stonewalled her .
1,"The statistics body said the movement out of overseas assets may have been related to the volatility of the pound last year , if not for that there would n't be a greater `` financial uncertainty '' for investors ."
1,"`` This could mean , gosh , if they were n't being treated , their risk of stroke would have been even higher . ''"
1,"`` If you could take the guns away from the bad guys , and there are plenty of them out there , I 'm all for it , but you ca n't . ''"
1,"Caregivers dealing with Duncan missed opportunities to correctly diagnose him but the hospital 's IT systems should n't get a free pass in the incident , the authors write , because various `` human-computer '' interactions were n't what they should have been ."
1,"And if I were entirely convinced , I might still be able to reasonably support certain kinds of unions ( the participatory German and Japanese kind , not so much the traditionally confrontational American kind ) because they increase workers ' voice and participation ."
1,"For example , the report implies that if the Lausanne treaty of 1923the basis of the Turkish state and its foreign relationshad been fully implemented , bloodshed between Turks and Kurds might have been avoided ."
1,"We have four kids split between elementary school , middle school , and high school and my wife and I joke sometimes that we might have had one or two less if we knew then what we know now ! Ha ha ."
1,McGahn was the one that stopped the president from firing Mueller - and that would have devastated his presidency without him having done so .
1,The regulators may be investigating whether the effect of such actions would have been to carry forward profits from 2015 to 2016 and whether it would have been a means of boosting compensation if bonus targets for 2015 had already been met .
1,If they had kept their spouse happy they would n't have cheated .
1,"So he picks a mid-sized state 's governor whose foreign policy credentials seem to be visiting Minnesota troops abroad and doing trade delegations ? Maybe that would have worked if Obama picked Kaine or Sebelius , whose credentials on foreign policy would have only been only comparable to Pawlenty ."
1,"If he had said 'you can have them all for two years , ' he would have missed the opportunity to go 'nah-nah-nah , I beat you , ' but what he would have had it when we 're going 'hey , we like the sequester , ' he could go , 'hey , you like the sequester ? If you enforce the sequester , here 's what I 'm going to take away from your tax cut . ' He would have had this leverage against the Republicans on sequester , on debt ceiling on budget , anything he wanted ."
1,"`` If there 's one lesson I 've learnt later in life that I wish I knew when I was 25 , it is that people are fundamentally good . ''"
1,"These 14 men were not tortured as part of an ordinary and accepted routine , in other words , but according to special rules and procedures , set up at the highest level of government , by people who surely knew that they were illegal ; otherwise , they would not have limited them so carefully ."
1,`` One can only imagine what the reduction in the risk of heart disease events would have been had the intensively treated group ... ? ''
1,He would n't have pursued such a case if he had n't believed he could win it .
1,"The case would n't have even been investigated if not for the assumed credibility of the lead witness , a middle-aged black woman who had no criminal background ."
1,"If I had not contacted and met with you , I would never have understood what these `` coincidences '' are teaching me ."
1,Why was the Kulluk being moved ? Alaska Dispatch writes that the rig was being towed out of Alaska and down to Washington state to save as much as $ 7 million in state taxes Shell would have owed if the rig were still in Alaska on Jan .
1,Ms Taylor says that if there was an in-branch procedure where staff asked customers transferring large sums `` how did you receive the account number ? '' this could have alerted her to the risks .
1,Urban also said new fees on smaller accounts would have affected some of his clients if he had stayed at the firm .
1,"Since the men were getting the same amount of calories and activity , leptin levels and appetite control should not have changed ."
1,"If Walker were actually on solid ground , a biased instrument like the one employed by Rasmussen should have yielded support in the 70 percent range ."
1,"`` It was an abuse of power that should n't have happened and if the Clintons ca n't accept that fact 20 years later , it 's hard to see how they can be part of the future of the Democratic Party , '' said Ms. Katz , who worked as a top strategist on Cynthia Nixon 's bid to unseat Gov . Andrew Cuomo of New York this year.."
1,"Young people in my community , with no prospect for the future are committing suicide , if they had sought help , they would have been medicated and told that working at an abusive fast food job was good for them.Maybe someday there will be an objective scientific look at all of this , and it will be considered a slow Genocide ."
1,"Dick 's award-winning novel , Man in the High Castle explores what it would be like if the Allied Powers had lost WWII , and Japan and Germany ruled the United States ."
1,"If elections were held today , polls show that the coalition would fall short of a majority in parliament ."
1,"Topping that long , long list are the dead who would not be dead were it not for the war you initiated out of bravado and doctored evidence ."
1,"Now , they could have had access to the window , and they ultimately got access to the window , but they would have gotten a lot more access to the window ."
1,"Had Bush been subject to questioning by attorneys over his suitability to serve , he would have had to reveal that he had been arrested for drunk driving ."
1,"If you had not supported him , if we had said , no to Arlen Specter , we would not have Obama Care ."
1,Ms Raggi says she knew nothing of the transactions and could only have profited if the policyholder had died .
1,"`` If someone had heckled him , I think they would 've been heckled out . ''"
1,Both stories could have ended differently if management was open to communicating with concerned shareholders .
1,"They were correct , I think , in rejecting some of the howlers that were aggressively inaccurate but not especially relevant , such as Michele Bachmann 's claim that the HPV vaccine can cause mental handicaps : `` It 's an interesting falsehood , but it did n't become a significant issue because of widespread agreement Bachmann was incorrect . '' The Republican claim that the stimulus `` created zero jobs '' would have been a better choice ."
1,"government were n't ideal : `` I wish it were n't called information-sharing , the cyber-teamwork bill would be better , '' he said ."
1,"thought they 'd get more media cash and influence by being at the front of the pack , when the irony is that they would have had much more effect if the vote in Florida had come later ."
1,"That would have saved us all a lot of headaches if we 'd heard it from the beginning , instead of this from June , or in September , or back during the presidential campaign ."
1,"`` If I were him I 'd take the $ 1 million , then ask for $ 2 million more for all the aggravation of having to deal with Congress , '' said Lipman ."
1,"Ms. Rubinstein did not agree to an interview , but YSP East 's lawyer , Frank DiPrima , said that `` Mason was always welcome to register . '' He said that Sam , who is transgender and uses the pronouns `` they '' and `` them , '' would have been welcomed back , had they been more respectful.."
1,"Had Medtronic and Boston Scientific been able to keep this money as income in their most recent annual filing , Medtronic 's full-year EPS would have been almost $ 0.10 higher , and Boston Scientific 's full-year EPS would have been about $ 0.05 higher ."
1,"Espaillat actually did poorly in Spanish Harlem , which is predominately Hispanic , and it 's likely that if Powell were n't in the contest , many of his voters would have gone to Wright ."
1,"There 's also the chance that , had Jon thought she was worth talking to , Sansa might have mentioned the fact that she 's dispatched a raven to the only force in the area that might be able to aid them , but he does n't and she does n't ."
1,"And even JPMorgan admits , `` Obviously , we wish we had done this prior to earnings , '' before Kratos experienced its latest 20 % run-up in share price ."
1,"In doing this , we see a picture of what we believe life would be like today if our yesterdays had happened differently ."
1,"So , what does this tell us about whether or not it 's a good idea to fight a war ? What if it were clear that a prolonged and severe war would lead to higher GDP ? What if it were clear that a rapid surrender would lead to higher GDP ? Neither of these pieces of information seem like appropriate reasons either to launch a war , or to surrender ."
1,"If I had not had that , I think that I would have been more confused about his behavior and what was happening ."
1,"`` If this were a wind mill project or a solar project , Republicans would have been hair-on-fire crazy supporting the property rights of farmers and ranchers , '' she observed ."
1,"Based on the data , the investigators also estimated how many lives would be saved if teenage passengers were not allowed to ride with drivers aged 16-17 ."
1,"`` Gates told host Bob Schieffer on CBS 's 'Face the Nation ' there was no time to reach the Americans under attack in Benghazi - and had he been in the job at the time , 'my decision would have been just as theirs were . ' ' I would not have approved sending a single aircraft over Benghazi in those circumstances , ' Gates said , due to fears of surface to air missiles . ''"
1,"`` Nearly 150,000 American will develop colon cancer this year , many cases of which could have been prevented through simple lifestyle changes , according to the cancer society . ''"
1,"`` If he had asked me how that ought to be conducted , '' Mr. Coats said , `` I would have suggested a different way . ''"
1,Identify what it is you are striving for and think about the actions one would do if they already had that virtue .
1,"Berkshire Hills , a thrift located in western Massachusetts , would have met earnings expectations if not for $ 0.17 per share of `` non-core '' expenses , which included merger costs and other nonrecurring expenses ."
1,"A few years ago , if you had asked me , I 'd have said I was n't much affected by discrimination ."
1,"Aside from the disclaimer at the end , this ad is completely devoid of narration , which might have helped their message stand out more if viewers could have heard the content instead of just reading it ."
1,"Even if these arguments had been correct , they might not have counterbalanced the urgency of preventing a massacre at Benghazi ."
1,"The cleanup technology has n't been developed because there have n't been enough oil spills ? If only there had been some oil spilled somewhere in the last 40 , 50 years , the oil industry would have been forced to come up with a better way to clean it up ! ..."
1,I should have known Haley would n't have done such a thing .
1,"And I 'm pretty sure that if I had children , I 'd want a gun even more , not less ."
1,"Nadler wants Mueller to testify as soon as possible , with Democrats ready to press him on whether he thought Trump could or should be charged with obstruction if he were not the president ."
1,"`` If we were n't in an election year , bipartisan spirit might have been a bit higher , so the focus will be not only on what kind of package Treasury comes out with but on the response of Congress and the terms on which it will pass it , '' he said ."
1,"Moreover , EPS would have been up 18 % in the first half had it not been for the negative impact from the stronger U.S ."
-1,"So you see if Lavoy Finicum had not been white , we could have counted on someone like Giuliani coming out to explain that his death at the hands of police , even though he was armed , was all his own fault because he of his own history of repeatedly predicting his own death at the hands of the feds ."
1,"Mrs. Clinton , of course , lost , and many wonder if on the other hand , Mr. Biden would have been the stronger candidate after all ."
1,If they had cut more it would have frightened markets ( saying ) that they knew more than they were letting on .
1,"Speaking of instances of fraud by Halliburton and other companies during the early days of the Iraqi reconstruction , Franken said : `` If Harry Truman had been chairing the Permanent Subcommittee on Investigations in 2003 , this would not have happened �� ''"
1,"There simply is n't any reason to believe that more aggressive legislative arm-twisting would have generated more success for Mr Obama ; it seems entirely possible that if he had aggressively tried to dictate the terms of health-care reform legislation rather than allowing various senators to rewrite ( and weaken ) the bill , he might have lost even that signature achievement ."
1,"But he actually announced today - I wish you were here , because it was sort of a great thing to watch ."
1,"That 's because a driving factor was that it provided Pioneer with the cash it needed to continue drilling wells during the downturn , suggesting it might not have parted with the assets if it did n't need the capital ."
1,"Had they won three of those races , they would have gained control of the Senate , which would have allowed them to stymie any new Republican initiatives they disliked ."
1,"Nor would the rule have required a document if some third party , like one of Mr. Trump 's wealthy associates , had reimbursed Mr. Cohen.."
1,It 's impossible to know how many of the injuries could have been avoided if pedestrians were n't using their cellphones .
1,"First of all , I would have not gone to get a checkup if I had n't had health insurance ."
1,Yet surely we could have used more diplomacy and saved some of that $ 5.5 trillion for programs which we really need and would definitely use here at home .
1,"As Ben Franklin said : `` We must hang together or assuredly we shall all hang separately . '' Had things gone even a bit differently , today we might be speaking with British accents and reading about the `` failed colonial rebellion '' in history books ."
1,"It would be one thing if Sanders had publicly recanted these positions , as many people on the left did when they finally figured out what the Soviet Union was all about ."
1,"`` If all the information about these investments was properly disclosed , our client would have made different decisions ... and , specifically , not bought these investments , '' said Dale Ledbetter , a Florida attorney suing Credit Suisse Group ( CSGN.VX ) on behalf of an insurer that lost money on mortgage bond investments ."
1,Investors ' relief was justified : a deal would have strained Reckitt 's balance sheet and sucked up capital that GSK could better use for its research and dividend .
1,"If women throughout history were having orgasms almost every time they had sex with men , women would be just as sexual as men ."
1,`` If the defendant acted with reasonable care and skill and/or conducted reasonable due diligence it would or should have known or at least suspected ¡­ ''
1,"`` If PSA really meant nothing regarding cancer , Markov should not have seen differences in pathologic outcomes , '' he said ."
1,"AMC Stubs A-List brings advance ticket reservations and premium screenings to the table , but it would n't have exploded in popularity at this feverish pace if folks were n't bailing through the holes of S.S ."
1,I tried not to go into the details of Prince 's death since those are still murky but I ca n't believe that if one person in his inner circle or one of the medical professionals who treated the earlier near death overdose had confronted him directly with his problem he would still be alive and in some sort of rehab .
1,"Now that you 've shown me what 's going on in the female brain , it makes sense ! I wish I had known this twenty years ago ."
1,They should have kept it up ! My 98-year-old grandmother used to tell stories of moving to the Bronx when there were sheep grazing on the opposite side of the boulevard .
1,"Many of our most successful and well-known people have started out with very poor prospects-Stephen Hawking- he could have hung up his scientific hat and given up when he got motor neurons , thinking I 'll live the average 35-45 years that people with MND generally do ."
1,Its ratio could have been even higher - 7.6 percent - if the Fed would have counted $ 5.9 billion in preferred stock owned by the U.S .
1,"His narrow loss in the state in 2016 was noteworthy - had he won , he would have been the first Republican since President Richard M ."
1,"In 37 of those 66 cases , people had refused a recommended treatment that could have helped ."
1,"If it were , everyone might have bought shares of IndyMac Bancorp ( NYSE : IMB ) before it suspended its formerly significant dividend ."
1,"Ten years ago , almost to the day ( 12/29/2008 ) , I posted my first essay on this blog , reporting from a self-help workshop conducted by a man who had written , among other works , a book that would be titled `` Get out of those old shoes '' had it been published in English ( Krueger , 2008 ) ."
1,"His investors might wish they , too , had sipped the waters of Lethe ."
1,"`` Wish we would have gotten the seat , '' Trump said ."
1,"They did n't have to elevate marriage at the expense of non-marriage in this way , and they would probably have not drawn criticism if they had simply used more care with language , especially in that last paragraph ."
1,"It would be far better if it were much further from the danger zone , especially on inflation ."
1,"Mr. Kingston said if he had his druthers , Republicans would have centered their message on the economy , and not closed out the campaign with dire warnings about caravans of immigrants.."
1,"In 2012 , Mitt Romney slammed Obama after the then-president was caught on a hot mic during a summit in South Korea telling Russian President Dmitry Medvedev that he would have more `` flexibility '' to negotiate once he was re-elected , though in ideal conditions , he might not have been making deals like this ."
1,"If all 50 states had expanded Medicaid as the law 's framers had intended , 5.2 million uninsured community health center patients out of a total of 7.5 million would have been covered , the report projected ."
1,"Rather than viewing mindfulness as meaningful to mental health technologies , some of the instructors seemed to think that `` meditation is something for hippies and freaks . '' If I had been told then and there that my career would be based upon the blending of behavioral psychology and meditative disciplines , particularly mindful compassion , I would not have believed it ."
1,"Harbinger , which has spent billions of dollars on LightSquared , said in a complaint filed on Friday that it never would have made the investments if the GPS industry had disclosed potential interference problems between the LightSquared spectrum and GPS equipment between 2002 and 2009 ."
1,"I usually respond rationally by saying something like , `` No , but it could hurt them in the long term if such a move were to cost the Democrats the elections in 2008 . '' Well , I do n't think this is the time for long-term planning anymore ."
1,"Even if the bill were passed , its constitutionality would almost certainly have been challenged in the courts ."
1,"The president humiliated Mr . Sessions at every turn , and stunned Washington when he said during an interview with The Times that he never would have named Mr . Sessions attorney general if he had known Mr . Sessions would step aside from the investigation.."
1,"A senior executive at a large US fund company , who requested anonymity , said : `` Our head of fixed income trading says that if he did n't have young children , he would retire the day this comes in . ''"
1,"`` Had I been a better health care buyer , '' Lorimer said from his other home in St. Paul , Minn. , `` I would have probably checked around '' ."
1,The patient should not have had caffeine and should not have smoked in the past half-hour to an hour .
1,"Now , if the priests in the Vatican had done their job in the first place , a quiet conversation , behind closed doors and much of it would have been prevented ."
1,"`` So what the industry has done is come up with some streamlined procedures to fast-track these modifications to approximate what would have happened under normal market conditions if there was more time , '' he said ."
1,"`` If it would have been a cash for capable trucks ( program ) , we would have killed them , but it was n't , '' LaNeve told reporters and analysts ."
1,"If they had , a tough regulator might have spied the inherent risks in the subprime market and required them to increase their cash cushion to counter future losses ."
1,"And all this would be true even if US Treasuries were arcane instruments that few investors could afford to monitor carefully , forcing them to rely on the agencies for lack of anything better ."
1,"Had the White House insisted on it , leadership probably would have tried to pass it with unanimous consent , which would have created even bigger headaches for House Speaker John Boehner , who already has a whiny caucus because of the recent unanimous consent vote on the payroll tax cut extension ."
1,"Discovery Communications similarly invited shareholders to look past a near- $ 100m 10-year option package for David Zaslav , while Disney said Bob Iger 's ratio would have been 852 times what a full-time theme park employee earned , rather than 1,424 , were it not for a $ 26m grant of restricted stock units for its Fox acquisition ."
1,"Paul Broun said he would n't have voted for the proposal `` as it was presented , '' but said perhaps the amendment process could have saved the bill ."
1,"Had Trump continued the Family Case Management Program , and had he expanded the ranks of judges to handle asylum cases , there would be no `` crisis at the border '' . That he did n't do so was n't a mistake ."
1,"But more importantly , even if bank supervision had been uniform across the euro zone , lending booms in Ireland , Spain and Belgium would still have taken place ."
1,"Had the NRSC dumped that $ 4 million into Montana or Virginia , we 'd have Mitch McConnell as majority leader , George Allen as the Republican nominee for president , and legions of critics still mocking bloggers for failing to notch any significant wins ( our three top 2006 Senate races were Tester , Webb , and Lamont ) ."
1,"FDA did the testing to try to figure out why people were still getting sick months after the agency recalled cucumbers imported from Mexico , a move that should have stopped the illnesses ."
1,"`` If the region had been allowed to fully utilize its abundant and low-cost resources of wind , natural gas , and energy efficiency , the cost of achieving the Clean Power Plan would have been far lower , '' AWEA 's Michael Goggin wrote ."
1,"If , from February 1920 through February 2012 , a long-term investor had taken Coke 's dividends and reinvested them without selling a single share , he or she would have turned a $ 21 investment into about $ 9.3 million ."
1,If this were an article on a web-site not dedicated to psychological matters I 'd not have commented .
1,"Parliament would not have paid as much attention , though , if media investigations - notably the Guardian 's inside look at harsh conditions for warehouse workers - had not provoked it ."
1,"Asked if she would be happy with such an outcome , Ms. Warren answered quickly , `` I 'd be a lot happier than I would be if none of those ideas made it into law , '' before returning to safer ground by arguing that `` it 's going to take somebody fighting for those changes . `` ."
1,"At any other time in the past 50 years , such a sight might have meant that Colombia 's government had collapsed ."
1,"Even if they had been shut out of some of the California contests , Democrats still would have had a national path to winning the two dozen seats needed to take over the House in January ."
1,"`` In a perfect world , they would n't disagree more than we could have expected , '' said Jonathan H ."
1,Hours before his latest rally - where he often voices his support of the Second Amendment - Mr. Trump said that the nation 's gun laws had `` little to do '' with the shooting and suggested that the synagogue should have had an armed guard in place..
1,The experiment was supposed to show that the white mice had not rejected skin transplants from black mice in what would have been a breakthrough in immunosuppression .
1,"With his party now in the White House , McConnell said Tuesday he would try to push through any nomination that President Trump might make to the high court - and in a perfect world it would go through even if it came during an election year ."
1,"If she went to the window before this , it would mean that she had failed ."
1,"`` I do n't know that we could have had this voice moment if we had n't had our mobile moment first , which was the widespread adoption of mobile devices that we 're trying to get to do everything for us . ''"
1,"Even the criminals ( of which nothing is known ) should kick themselves : were it not for a typo in one of their requests , dozens more payments might have gone through ."
1,"She admitted the company 's ads could have been `` more weight-loss focused '' , especially in January when people were full of New Year resolve ."
1,"The author 's admit that , had they included these `` no result '' cases in their main analysis , the performance of the cfDNA test would have been lower ."
1,If we had done this a week and a half ago we would n't have had half the data we shared with you today . '' ON CRITICISM OF THE COMPANY : `` I guess it 's just human nature that if someone or some organization gets really successful there 's just a group of people who want to tear it down .
1,"`` Given the totality of the evidence the jury heard , we conclude that there is not a significant or substantial possibility that the verdict would have been different had trial counsel presented Ms. McClain as an alibi witness , '' the majority opinion said.."
1,A strategic intervention at that time could have prevented the more costly war of 2003 and would not have been based on lies and U.S .
1,"If her mother had had the maturity and rationality to structure a secure home for her , left off the constant pressure and given her a little space to get dirty , daydream , and be a normal kid , instead of the insane chaos she created for her kids , it would be very different ."
1,"After initially covering the sexual assault charge in its Books section ( you ca n't make this stuff up ) , The New York Times ' executive editor admitted that the paper had been `` overly cautious '' in its coverage and that the story should have run on the Times ' homepage ."
1,"Without question , this campaign could not have struck a chord if the issues being raised by # BlackLivesMatter ( BLM ) and other activist groups were not vitally important ones ."
1,"Crowdfunding sites such as Kickstarter and Indiegogo would have been perfect , assuming they did n't prohibit users from raising money for weapons projects ."
1,"Moore 's Shippoli was buying used machines from a factory in California that is allowing him to set up a new production line for $ 140,000 instead of the $ 3 million it would have cost assuming it was new ."
1,"Had Scotland seceded , the terms of its accession to the EU and any interim arrangement would have set precedents for other potential breakaways ."
1,"As The Los Angeles Times ' Phil Willon notes , GOP turnout is likely to be a lot smaller for the June top-two primary than it would have if Ted Cruz was still trying to stop Donald Trump in the Golden State ."
1,"`` If these practices are indicators of a more aggressive approach to end-of-life care in general or can make someone immortal , then you would wonder why health care professionals spend more time talking to white families about their options . `` ¡°"
1,"But even if the diagnoses , treatments , and cures for heart disease , diabetes , or depression could be purchased in a free market , in the United States the buyer simply doesn't-or can't-know what price he or she will pay ."
1,"However , the taxpayer would only have seen any share of the private sector 's return if the value of the business to its investors had reached at least 2.7bn ."
1,"Had crazy Trump been President years sooner , North Korea would n't have had the chance to build up their nuclear weapons on our dime , imagine that ."
1,"Consolidated quarterly revenue increased 20.2 % year over year , to $ 22.45 billion , and would have increased 23 % if it were n't for the effects of continued foreign-currency pressure ."
1,"In 2010 , most of the health care industry was either supportive or neutral on the Affordable Care Act , and if any one of them could have swung the votes of even a few Republican senators or congressmen , the desperate Democrats would have let them write almost anything they wanted into the bill ."
1,The area was set aside for the Olympic village that would have been built had Chicago won its bid for the 2016 Olympics .
1,`` We would have a huge boom spurred by low interest rates if there were more inventory on the market . '' The National Association of realtors expects existing home sales to rise between 7-8 percent this spring from a year ago .
1,"David Geffen , the famed media mogul , invested $ 200 million with Lampert in 1992 , and if Geffen had not repeatedly taken out funds for diversification purposes , the initial investment would be worth $ 9 billion -- a better performance than famed value investor Warren Buffett achieved over the same time frame ."
1,"Had Mr Trump elected to stay in Paris , but still dismantled those putative curbs on burning coal , America might have met its target anyway ."
1,"... if I was satisfied by traditional houses , I would n't have wanted to build in the first place , I 'd just have bought ."
1,"Durbin 's questioning here is not particularly effective , wish Whitehouse had taken this one ."
1,"`` Macy 's wishes it was there , they really wish it was there , and they 're trying now to rewrite the contract ¡­ ''"
1,"It is also worth pondering what would have happened had it not been for the efforts of some of the victims , and their prominence ."
1,"Had it not been for the uncontrollable headwinds she describes , she would probably have won , despite her shortcomings ."
1,"Because he had admitted possession of a narcotic earlier in the year , Mr Roof ought to have been disqualified from buying it ."
1,"`` Had any of the other patients been infected with this , they would have had the same resistance , '' he said ."
1,So I understand what Mr. Buttigieg means when he admitted that years ago he `` would have done anything to appear as though he were n't gay . ''
1,"`` I wish there was no limit on the number of groups you could join because there are so many good ones , '' Larsen said ."
1,"`` Not everyone jumped for joy , '' says Mr. Ambachtsheer as he recalls from his opinion , if he had been in their hands , their recommendations for pensions funds should have had strong governance and should have been attractive places for talented managers to work ."
1,"This thought does not help African-Americans in mixed America , whose ancestors should have been repatriated centuries ago when that would still have meant anything good to them ."
1,"The European Banking Authority ( EBA ) said on Wednesday that if the Basel III capital rules had been in force at the end of June then 27 of Europe 's top 48 banks would have had a minimum core Tier 1 capital adequacy ratio of less than 7 percent of assets , which is the target level for banks to meet when new rules come into force ."
1,"`` It would be more compelling news if the bookselling industry had found a point of stabilization . '' According to a Goldman Sachs study last year , Amazon.com 's ( AMZN.O ) sales of physical books last year , as opposed to e-books , surpassed those of Barnes & Noble ."
1,"But those opining that Trump would be just peachy if only he 'd shut up do n't understand Trump , or themselves , at all ."
1,"But some lawyers have argued that the nation 's founders could have included a provision in the Constitution shielding the president from prosecution , but did not do so , suggesting an indictment would be permissible ."
1,"If only the sick were to seek coverage , costs would explode , so the law requires everyone to be insured or pay a fine ."
1,"Were he a legislator , he went on , he would certainly consider the benefits of marriage equality as a matter of social policy ."
1,"`` Oh , if he threw her to the ground , I would have fired him immediately , '' Trump declared ."
1,"`` They should have concentrated on sophisticated generics , where they might have an advantage , '' the person added , referring to medicines that are hard to make or delivered by injection rather than an oral pill ."
1,"Previously , Republicans might have viewed this projection as a triumph ."
1,If the type of refugee immigration in today 's social and economic environment paid dividends psychologically and economically then after 30+ years in Europe it would have proven itself already .
1,"However , if we had included valuations based on cash flows , then 3D Systems would have the advantage ."
1,Monetary easing has helped keep alive some companies that would have died without access to cheap finance .
1,"And if she had had those other tests , she believed , her cancer would have been found at an earlier stage , and she might not have even needed chemotherapy ."
