label,sen
0,汤马斯·佛里曼指出十推动力量导致产生这个新社会经济范式。
-1,尽管这几种版本的大致架构相同，但因为亚当斯数次重新编写，内容常出现矛盾。
1,鉴于第五集结局被批评过度黑暗，加上亚当斯希望在有生之年为这个系列写上大团圆结局，所以其遗孀就授权给艾欧因·科弗创作，于2009年10月12日出版。
1,虽然之后因为时间的关系做了些修剪，第一片双黑胶的脚本还是相当地符合前四篇广播剧。
1,由于现有的科学技术水平有限，并且人类的科技研发在不断进步，所以对于目前全球的能源储备总量与分布情况，不能做出十分精确的判断，并且对于未来是否将利用新型能源，也不能得出确定的结论。
1,因为人们对影响环境人口容量的条件理解不同，并且在各自的研究中，使用的假定条件也不同，所以对于全球人口容量的判断，目前流行着多种说法，这里总结其中最为主流的三种。
-3,从人口与淡水资源关系分析，中国的淡水资源严重缺乏，全国许多地区由于过度抽取地下水，导致了地下水枯竭，华北的大片地区甚至形成地下水漏斗，威胁城市的安全。
-1,公立高中一年级生绫崎飒，因为父母懒惰，每天都要打工养家。
-1,蒋经国逝世后，俞国华在李登辉代理主席案中卷入政争，由于俞国华被外界视为在代理主席案遭蒋宋美龄施压，导致俞氏在中常会上遭到只有列席资格的宋楚瑜指责。
1,就读大学时和朋友因为兴趣而从事舞台剧活动，毕业之后在电脑产业相关的公司当了五年的上班族。
1,风险价值，资产组合在持有期间内在给定的置信区间内由于市场价格变动所导致的最大预期损失的数值。
1,王世充虬髪豺声，沉猜多诡诈，自幼喜好经史和兵法，隋开皇年间，因军功升至兵部员外郎，大业年间，官至江都宫监，因为能力出众，为隋炀帝杨广所信任。
1,1994年，12岁的张韶涵来到加拿大后，因为父亲罹患心脏病无法工作，加上家中还有一名小她九岁的弟弟需要照顾，于是开始半工半读。
1,布莱斯峡谷并非由中央的水流侵蚀而成，所以其在技术上并非峡谷。
0,摩门教派苏格兰移民布莱斯与其妻玛丽定居于帕里亚谷地，因为其认为布莱斯的木工技巧有助于开发此地区。
-1,与此同时，自然资源保护者开始关注高原上因过度放牧与伐木和无限制的游客游览而造成的破坏。
-1,在1782年3月，时任首相诺斯勋爵领导的托利党政府终因为英国在美国独立战争中大败而垮台，结束长达12年的执政。
1,因为所有简单多边形都可切割为一个三角形和另一个简单多边形。
1,李壬癸推论南部平原西拉雅语、大武垅语及马卡道语约在3千多年前就开始分化，只是17世纪荷兰人据台后，采用台南新港社西拉雅语作为通用语，造成各族群间语言逐渐同化。
-1,根据香港衞生署的意见，环境中的臭味除会令人感到烦燥不安外，亦可能会导致头痛、恶心，甚至呼吸不畅顺等。
1,早期环境滋扰调查员穿著白色衬衫，但因为公众容易与卫生督察混淆，其后改为穿着湖水绿色衬衫。
1,公司秘书需要经常和董事会主席及其成员接触，所以必须具有自信、良好沟通技巧和人际关系。
1,现时香港有千多间上市公司，由于上市公司业务广泛加上庞大架构，集团内有一定数目的公司，所以一般都设有公司秘书部门，所以公司秘书是供不应求。
1,教堂所在的地区，昔日是高尚住宅区，所以教堂建筑也显得美仑美奂，华丽巍峨。
1,因为该联盟并没有实际行动，加上当时正逢大正民主末期，联盟数十名主要成员经过调查后，只有数人被提起告诉并宣判定谳。
-1,安保条约的通过，亦导致左派反对党社会党的分裂。
-1,1082年，因为计划一个对意大利的军事远征，厄德突然失宠并被囚禁。
-1,法赫德因为商店被盗又不能获得赔偿而迁怒于丹尼尔，拿上新买的手枪找丹尼尔算账。
-1,其母得知彼得死讯后，哀恸逾恒，直指错在格拉汉，因为他只在乎自己的事业；是他对家人的轻忽，造成了彼得的死于非命。
-1,塔列朗预见到：拿破仑不断播下新战争的种子，而这些新战争在席卷欧洲和法国之后，终将导致他本人的毁灭。
-1,塔列朗一直被视为叛徒，因为他对继任政权的支持，其中一些是相互敌对的。
1,因为不熟悉汉文与二二八事件带来的时局紧张，二战后数年内，周伯阳并无新作品发表。
-1,不过也有许多预言者因为预言不受欢迎的内容而被恨，甚至受到迫害。
1,有人类就有故事，由于受限于早期印刷术还没有那么发达，很多绘本都是以手工制作的方式，但是由于手工制作旷日废时，所以产量少。
1,很多情况下需要使用固相焊接，也被称为原子结合，因为他是在原子能级上进行的连接。
1,由于不锈钢含有较高比例的铬，所以对它的可焊性的分析不同于其他钢材。
-3,儿童常常因为自身的脆弱性而被社会结构或独立动因逼迫进入成年人的状况，他们通过出卖自己或自己的身体而被性剥削和性虐待。
0,有研究报告指出人贩子更喜欢12岁以下的女孩，因为年幼意味着她们更容易塑造成人贩子所需要的角色；同时她们还极有可能是处女，这对嫖客来说值得付出更高的代价。
-3,反对儿童卖淫的非政府组织“人道”表示，儿童卖淫这些做法会导致诸如“阴道撕裂、酷刑身体后遗症、疼痛、感染及意外怀孕”等伤害。
1,在英国，怀兹也因为这次演出而入围英国电影学院奖，并赢得伦敦影评人协会奖及英国独立制片奖。
1,一般观众容易因为主播在幕前讲述新闻，便以为新闻制作，全是主播的功劳，而忽略了幕后人员的努力。
1,因河因为冲刷了上游的矿物质，因此呈碧绿色。
1,技术专家一词有时与工程师同义，该词是由技术和后缀组成，意思是研究技术的人，此名称一般在欧洲大陆一些有规管工程师名称使用的国家中被使用，因为未受法律管制。
0,是香港一所以香港海上消防历史为主题的展览馆，位于香港岛东区的鲗鱼涌公园内。
0,“文化是生活的真实展现”，从历史的角度上看，在台湾所发生的人事物，并非单一国家、民族、或文化所造成。
1,灰鹰市因为当地一种小型的灰色老鹰得名。
0,科兹窝自然美景区位于牛津以西，周围散落着很多有趣的小镇，具有浓厚而纯正的英国小镇风味，也正是因为这样，。
-1,2009年6月，由于该县城管违规向“黑出租车”司机过多收取停车费，导致出租车集中停放的该县文化宫广场发生群体性事件。
1,因为1990年代的中环及湾仔填海工程，该码头于1994年停用及拆卸，随即进行填海，新填的土地建成机场铁路香港站和香港四季酒店，原有的航线则迁往新填海区的中环码头。
1,1930年，因为张中行帮助其找工作而与其结识，后同居。
-1,由于台北北警察署为市定古迹，不能进行改建，而警务因时代变迁而业务及人员扩增，导致台北市政府警察局大同分局营舍不敷使用。
1,两族因为族语可互通及文化相近，故依据伊能嘉矩之分类仍把它归为同一族。
0,有人认为腊肠犬起源于古埃及，因为在图画上有短腿的猎狗。
0,绿色力量致力于环境教育，因为他们认为教育是改变观念和行为最根本的办法。
-1,该校学生曾有组织高空弹跳的传统，因导致学生受伤而于1997年停办。
3,这条短语在英格兰变得十分闻名，这是因为纳尔逊的高知名度以及特拉法加战役对英国历史的影响极大。
-1,2012年，民航处耗资五亿元向美国雷神公司购买一套全新的航空交通管理系统，但是购入后两年之后仍然因为技术问题而无法使用。
1,六星期之后，一位医生检视了加妮，发现她的孕情因为导入她的系统中的避孕药而变得复杂。
1,奥塞姆的女儿来叫保罗秘密访问她的父亲，虽然保罗意识到她被变脸者替代了，他的预感显示揭露真相会导致他试图避免的情况。
1,奥塞姆揭示了弗瑞曼人中反对穆哈迪的密谋的证据，因为有些弗瑞曼人对于追随亚崔迪家族不太放心，并交给保罗他的特雷亚拉克斯仆人比加斯，他能够象录音机那样记忆面孔、名字和其他细节。
0,第四变位法的动词，由于它们的的词干结尾是“”，所以它们的变位和第三变位法的动词几乎完全一样。
1,现在主动不定式就通常直接简称为“不定式”，因为现在主动不定式最重要，用法也最广泛。
1,代词又叫做代名词，所以顾名思义，是用来代替名词的。
1,第一和第二人称代词比较简易一点，因为它们的阳性和阴性是一样的。
1,拉丁语的副词比较简单，因为它们在性数格上永远只有一种词形，既不变格，也不变位。
1,拉丁语的数词实际上属于形容词，因为他们和形容词同样修饰名词和代词。
1,每次写数字都拼单词是很麻烦的，所以罗马人一般都用特定的字母来代替单词。
1,露水与温度表面有关，所以露水在仲夏时最容易出现。
-3,对爱尔兰自治日益增长的要求导致爱尔兰独立战争爆发，这场战争导致爱尔兰大部分地区脱离联合王国，并在1922年形成爱尔兰自由邦；北爱尔兰仍然是联合王国的一部分。
-3,那是一个繁荣、人口增长和健康状况较好的时代，除了在爱尔兰，19世纪40年代马铃薯歉收导致的可怕饥荒造成了100多万人死亡。
1,大多数历史学家强调19世纪30-60年代立法的中心重要性，尽管在20世纪60年代和70年代有少数持不同意见的学者，他们反对辉格进步的深层含义，因为每一项改革本身都是相对次要的。
-1,1877年的俄奥斯曼战争导致了另一场欧洲的干涉，尽管这次是在谈判桌上。
-1,英国及其盟国赢得了这场战争，但付出了可怕的人力和财力代价，造成了一种永远不应该再打战争的情绪。
1,在国内事务方面，1919年的住房法案导致了经济适用房的出现，这使得人们可以搬出破旧的贫民区。
0,“心者身下主宰，目虽视而所以视者，心也；耳虽听而所以听者，心也；口与四肢虽言动而所以言动者，心也”，“凡知觉处便是心”。
1,因为埃格斯特朗对地磁场感兴趣，他进行了瑞典各地的地磁强度和磁偏角观测，并且这些观测是受到瑞典皇家科学院资助的。
0,有理论提出假设，认为艾伯塔龙的刚孵化幼体的死亡数量高，但因为体型小、脆弱，无法在化石记录中保存下来。
0,在2009年，一个研究发现数个暴龙科头骨上的平滑洞孔，过去被当成是物种内打斗行为的伤口，可能是由双鞭毛生物的毛滴虫所造成的，如同现代鸟类常被寄生生物所感染。
0,早期学者认为迷惑龙过于巨大，很难在陆地上支撑着自己的身体，所以有科学家推测蜥脚下目恐龙是生活在如沼泽的地方，部份身体沉在水中。
0,在1903年，雷龙开始广受大众了解后不久，埃尔默•里格斯认为雷龙与迷惑龙是同一种动物，而迷惑龙较早被命名，具有优先权，所以他将雷龙重新命名为秀丽迷惑龙。
-1,准确评估人们的性行为很困难，因为根据社会控制和禁忌，会使报告的性行为被过分夸大或减少。
1,乾隆三十六年，因为台湾缺乏治事官员，因而又被闽浙总督崔应阶荐举，复任原职。
-1,雄县具有较大的塑料包装、乳胶制品、电缆管材、纸花和制革产业规模，近年，由于治污力度的加大，对部分产业造成一定影响。
1,不正确的优化是谁都不希望的，所以在程序优化里，有两类策略来处理无法判定的分析情况：。
1,1996年2月10日，八仙岭大火当日，当年13岁就读中一的陈学殷，因为身体不适没有参加远足旅行，因而避过一劫。
1,兆康苑有两个足球场，一个位于东华三院邱子田纪念中学侧，是一个七人石地足球场；另一个位于屯门官立小学旁，是一个五人石地足球场，由于该小学扩建关系以及土地不足，导致足球场的形状较怪。
-1,值得注意的是，俄罗斯帝国并没有介入战争：因为克里米亚战争之失败，俄国与奥国关系欠佳；法国的拿破仑三世认为奥军会得胜，又想得到莱因河附近的领土因此并没有干预。
0,不对称资讯可能导致逆向选择，或是形成经济租，引发寻租行为。
1,此外，由于水和空气的折射率，光线折射和反射在雨珠表面，导致彩虹的形成。
1,内阁情报厅战略影响调查会议代表辅佐官，因为长相特殊，加上名字特殊，第一次见面就给人很深的印象。
-1,因为前作执政党的党魁药岛总干事因丑闻下台，连带前作的总理及其内阁也解散。
1,零级签名与信赖网络签名相当，因为只有其公钥的有效性得到认证。
1,输卵管内部有相当多的绒毛组织，负责将卵巢排出的卵运送到子宫当中，如果这些绒毛组织未正常运作，就会导致异位妊娠的高可能性。
0,输卵管手术或先天性输卵管狭窄闭锁，都有可能造成这些绒毛组织未正常运作。
0,输卵管手术也会导致异位妊娠，如常见的输卵管结扎术，都有可能造成绒毛组织的损伤。
0,造成异位妊娠的其他原因可能还有年龄的因素，高龄产妇是异位妊娠的好发者。
1,由于异位妊娠经常会造成腹内大出血，使病人休克的风险，因此尽快使用外科手术将妊娠组织切除是多数医生的治疗方法，其中有些手术会视胚胎附着的情况，将输卵管一同切除。
1,因为1969年橄榄球为当时台湾颇为风行运动，因此大同宝宝初创时，即用手握橄榄球造型出现。
1,这里面，尤其是第一批闭眼的大同娃娃，因为数量稀少，可说是有行无市。
-1,2001年，梅内姆因为涉嫌倒卖军火，被阿根廷最高法院下令实行软禁，因此成为阿根廷历史上第一位因刑事案件被监禁的前总统。
1,部分国家如西班牙容许已婚人士或妈妈，变性人和17/28岁的佳丽参赛，但她们即使在国内比赛胜出也不能代表自己的国家参加环姐比赛，因为规则是禁止的。
1,注1：2002年俄罗斯环姐虽然获胜，但是随后因为某些原因无法履行环姐义务而被除名。
-1,天主教会大分裂，即亚维侬分裂，是罗马天主教会中数位教宗同时要求其合法性导致的一次分裂。
-1,两位教宗分别在罗马和亚维侬聚集了自己的势力，造成天主教分裂。
1,虽然药学以化学结构为主，但因为对象为人，故除了其专业之知识以外，还需要修习其他的相关基础医学课程。
1,台湾早年因为专业人才缺少的关系，曾经成立仁德高级药剂职业学校和树人高级药剂职业学校，并设置药学科，其毕业后可考取药剂生。
0,2014年9月人大法工委原副主任张春生说，中华人民共和国早期没差额选举主因经验不足，借鉴了苏联的选举制度，所以当时的选举之民主程度不如现在，而典型差异就是没有差额选举。
-3,1887年，一起煤矿爆炸造成150位矿工丧生，这是加拿大迄今为止除了1917年的哈利法克斯大爆炸外最严重的一起人为爆炸事故。
0,梁龙的鼻孔一般都被认为是在头顶部，因为在头颅骨的顶部有鼻腔的开口。
-1,部分在其他领域有一定影响力的人士利用自身的名誉和财力，大肆推广其理论，对于公众、学术机构和媒体造成一定困扰。
1,台湾山椒鱼，又名台湾小鲵、台湾小鲵，因身上有胡椒的味道，所以被称作胡椒鱼。
-2,攻击甫一开始，列克星敦的机队首先发动了攻击，命中祥凤两枚炸弹和5枚鱼雷，造成了严重损伤。
1,克雷斯15:26电告弗莱彻，因为没有空中掩护，他无法继续完成任务；随后他退到了莫尔兹比港东南处。
-1,约克镇号的战斗机因为夜色加深，为免日落以后无法着舰，遂离开交战区域，没有理会日军的俯冲轰炸机队。
-1,香港开埠早期，广东各县市以至海外都有不少人来到香港打工，由于当时冷藏技术不普及，如不幸身故，尸体容易腐烂发臭，所以通常都会先行入殓再暂厝义庄，待亲人来港后再安排移送回乡下葬。
1,朱世杰的数学成果代表了宋元以来的最高水平，正是因为他吸取了各种先进的思想，并加以创造性的发展。
1,然而到了1864年，爱奥尼亚群岛不再是英国的受保护领地，并回归希腊，所以勋章的颁赠定义在1868年进行了更新。
1,若要将这两个信号分开，是非常简单的一件事情，因为这两个信号在时域上毫无重叠，便可以直接在时域上将这两个信号分开。
0,这是因为两个在时、频域皆重叠的信号其时频分布并不一定会重叠。
1,假设有噪音干扰，所以接收到的信号除了原始信号以外，还包含了杂讯。
1,狗髀洲本名珓杯洲，因为该岛的形状像古时占卜用的珓杯。
1,在离散时间的例子，资料会被切割成数个大量的帧，而每组帧通常会互相重叠，避免因切割方式造成边界的误差。
1,英迪拉和她的母亲一直都疏远尼赫鲁家族，所以她从小就只能从多病的母亲身上获得关爱，而她祖父和父亲的政治身份亦令她难以与同辈的人亲近，故此英迪拉亦培养出坚强、独立自主的个性。
2,当时人对亨丽埃塔·玛丽亚的外貌有许多不同的看法，这主要是因为宫廷画家安东尼·范戴克在肖像画帮她美化所导致。
1,因为它们的上下文已经指出这些标识符就是作为类型的名字。
-3,2018年7月西日本豪雨灾害中，由于溃堤，导致真备地区大范围的水灾，至7月11日为止已造成48人死亡，仓敷市也因此成为此次豪雨灾害中死亡人数最多的行政区划。
1,所有眼镜蛇属的成员都有致命的毒液，毒液中主要含有攻击神经系统导致麻痹的神经毒素，而大部分的成员也带有细胞毒素，可导致内出血及流血不止。
1,都市人办丧事也因为生活做习与乡下人不同，而有些许差异。
-3,过去曾有大量族群生活于中低海拔的平原及丘陵地，但受到强大的狩猎压力加上栖息地因农业开发而遭破坏，导致野外族群数量锐减。
1,因为缺乏曲折变化，汉语与欧洲语言，如罗曼语族语言相比，在某些语法方面比较简单。
-2,2006年4月11日发生一宗煤气大爆炸事故，造成2死9伤。
-1,全香港142座公共屋邨的公用地方安装了约百万支电灯，每年总耗电量逾亿度，对财政及环境均造成负担。
-2,1985年，577座香港公共屋邨被揭发存在结构问题，其中26座因为结构远低于安全标准而有即时倒塌危险，需要尽快拆卸重建。
1,幸田来未因为在日本定位为性感大胆的女歌手，除了性感为主要特色外，作品常有性暗示的成份。
0,因为前进的道路只有一条。
-3,2011年3月11日，日本东北地方太平洋近海地震引发海啸造成福岛核灾，住在东京的刘黎儿因此开始积极关心核能议题。
1,训练期间，阿姆斯特朗和奥尔德林在登陆前后都在地面模拟对话中专门使用了代号“鹰”，他们决定在飞行前使用“静海基地”，在任务前只告诉太空舱指令通信员查尔斯·杜克，所以杜克不会被惊讶。
-2,头前溪的落差大，平均坡降比约1:190，在夏季常造成山洪，如新竹五峰乡、尖石乡在台风季节，都被列为土石流高度警戒区。
0,于2004年春卡其娜和沃尔科娃当她们本要灌录她们第二张专辑时离开了她们的经理人伊万·沙普华洛夫，因为她们认为这专辑太差。
-3,这场飓风造成的死亡人数比数十年间所有大西洋飓风季的总和还多。
-3,罗德尼男爵所率舰队损失惨重，凤凰号巡防舰在古巴近海失事，布兰奇号舰只完全不知所踪，六等巡防舰仙女座号和桂冠号都在马提尼克失事，造成大量人员损失，另有五艘小型舰船失事或沉没。
1,麂羚以树叶、嫩芽、种子、水果和树皮为食，经常跟着猴子群去找食物，因为待猴子走后会留下许多没吃完的水果。
-1,1880年以前，西伯利亚的企业疲弱，官僚主义加上担忧造成财政困难，中央政府几乎无视所有这些计划。
1,莫斯科和西伯利亚之间有许多替代路线，例如以喀山站而非雅罗斯拉夫尔站离开莫斯科，并且可以节省20公里，因为该线提供莫斯科前往下诺夫哥罗德更短的路线。
1,可动骨架是一个一年战争之后因为光束兵器被大量使用后出现的新概念。
1,光束军刀和远程光束武器不同，光束军刀并不使用米加粒子，而是使用高能量的米诺夫斯基粒子，所以这个名称算是有一点误导性的。
-1,因为米诺夫斯基粒子的干扰电磁波特性，使得它被使用在战场上面成为一种电子战手段。
3,现在森巴在安哥拉非常活跃和受欢迎，因为安哥拉在1975年11月11日脱离葡萄牙殖民统治而独立。
1,因为当地的急流酷似白马的鬃毛，白马市因而得名。
-1,1795年2月左右，因为林爽文事件方被平定，通货膨胀，加上中国大陆来的商贾持续搜购米粮，致使彰化一带米价飞涨。
0,江户时代中期就已经有了装饰用途，当时以折纸造成，形状比较类似人型。
1,但同时重建原始状态的试图也会导致生态系统的变化。
0,有时，智利威廉斯港也被认为是最南端的城市，因为它比乌斯怀亚的位置更靠南，但是有人认为它是小镇而不是城市。
0,康纳利之所以入围邦德一角，很大程度上归功于制片人艾伯特·布洛克里的妻子达娜·布洛克里，据说她曾说服丈夫，让他认为康纳利是合适人选。
1,刘据之孙刘询在十多年后登上帝位，是为宣帝，即位后谥刘据曰“戾”，所以刘据又称“戾太子”。
-1,铁路网络的大部分已由现存的亚欧大陆桥连接，目前部份重要路段尚未动工，而且各地轨距不一也造成困难。
1,关于性别认同的形成方式和时间有好几种理论，研究这一主题很困难，因为儿童缺乏语言能力，需要研究人员从间接证据中作出假设。
0,性别认同可能导致不适合二元性别范畴的人士的安全问题。
1,晴季因为与丰臣秀吉关系亲密，在织田信长过世后，秀吉成为天下人，为了得到征夷大将军的位子，便由晴季出面，希望能让秀吉做足利义昭的义子，但是遭到义昭的拒绝。
-1,市场抵触指的是导致营销规划在市场上失败的原因。
-3,1959年在台湾发生的严重灾难——八七水灾，北港溪上游地区降水量最多，洪水淹过堤防，冲向虎尾、斗南、斗六、土库、北港等地，造成严重灾害。
-1,2015年1月1日起，由于亚视主要投资人王征及股东黄炳均、蔡衍明等人现阶段均不再向亚视注资，导致亚视出现财政紧绌，制作受到影响。
-1,在2015年4月1日香港政府决定不为亚视本地免费电视牌照续照，此决定理论上不影响亚视继续透过内地有线网络广播，但亚视的财政问题导致其于2016年4月2日凌晨零时停播。
1,网志宠物，起先是因为个人网站的应用而产生的装饰性小玩具，但是在简单又容易编辑的网志流行起来之后，网志宠物才真正跟着盛行起来。
1,因为是网路游戏的延伸，因此主要的游戏功能全部都限制在该宠物系统中。
1,经典场论的现代表述通常要求洛伦兹共变性，因为这现在被认为是自然的基本原理。
1,由于玛旁雍错距离市中心偏远，若要游访此地，最好带上一些干粮和速食，因为在这个地区很难找到贩卖食物的商店。
-1,恶性肿瘤会导致癌细胞转移，由原始的肿瘤，扩散到其他部位的次级肿瘤。
1,由于女性月经周期会伴有荷尔蒙的变化，影响乳房的大小，所以最好固定在每次月经结束那几天做自我检查。
-2,政府对土地及所属房屋的征收是民众关注的行为，然而因为土地涉及的权属、利益关系复杂，滥权、不当征收、超征常引起民怨。
0,曾经同性恋军队在古希腊、古埃及、古罗马时期军事统帅一度认为由同性恋组成的军队是最有战斗力的军队，因为他们认为这可以影响战斗。
1,顺藤而上的你}-→因为爱情有幸福。
0,四、近因是可供布施之物，因为只有它存在时，布施才可能发生。
1,急冻鸟是属于冰冻的宝可梦，因为蓝色的身体给人带来寒冷的感觉。
1,急冻鸟没有性别，而且不能生蛋，所以玩家不能从正常游戏中取得第二只。
1,由于是火属性与飞行属性的宝可梦，所以对于被岩石属性的攻击效力*4倍。
1,此外，馒头、米饭等其他一系列的高淀粉含量的食物对豚鼠的消化系统和循环系统非常不利，容易引起肠胃疾病，严重者会引发囊肿，所以需要慎重喂食。
-1,有些异物，尤其是小片干草或稻草，会掉进豚鼠的眼睛里，造成频繁得眨眼、流泪，有时导致角膜溃疡，使它们的眼球表面覆盖一层不透明的薄膜。
1,豚鼠的身材短小精悍，所以这种动物怕热不怕冷。
-2,中国爱国黑客开始大规模攻击美国网站，导致中美网络大战，双方各有百余个网站被插上了对方的国旗。
1,为避免手术中呕吐导致吸入性肺炎，通常在接受全身麻醉手术前，也必需禁食。
-2,因为水分摄取量不足而引起身体脱水是肾结石形成的头号风险因子。
0,肾结石的患者大多没有症状，除非肾结石从肾脏掉落到输尿管造成输尿管的尿液阻塞。
0,咖啡因和酒精都有利尿效果，使用过度有导致结石患者出现脱水状况而加速产生结石的疑虑，但目前并无证据显示它们究竟会抑制还是促进结石产生。
-1,太空人因为处于无重力状态，骨中的钙质流失，血液中钙较多，罹患肾结石的比率高于一般人。
1,1990年代初，国际直接拨号在香港很昂贵，为了防范各国间谍，所以服务由香港电讯独家提供，每分钟收费12港元。
1,由于希伯来历是阴阳合历而公历是太阳历，所以节日的日子每年不同。
-3,这场战争是以阿冲突的一部分，这场冲突自1948年以来已经造成多场战争。
1,之所以选在犹太人的假日赎罪日这天发动战争，是因为以色列在这天处于全国放假状态。
-1,不过，以色列海军并没有成功突破埃及海军在红海的势力，使以色列无法经由伊拉特港取得石油补给，这是由于在红海部署的飞弹快艇不足造成的，事后以色列对此相当懊悔。
-3,也因为美国的这项行动，严重激怒了阿拉伯国家，阿拉伯国家联合对美国实行彻底的石油禁运，造成美国油价暴涨，导致1973年石油危机。
-1,1998年后期至1999年，赵丰邦因为手伤接受治疗，因此成绩并不理想。
-1,2001年之后，赵丰邦因为甲状腺而产生手抖情况，参赛次数并不多，但是仍有一定的成绩表现。
1,贾诩认为自己非曹操旧臣，却策谋深长，所以怕曹操猜嫌。
0,第二次世界大战期间，一部分卡尔梅克人参加了纳粹德国组织的军队，并参加了防御美军和英军的战役，第二次世界大战结束后被俘，因为担心遭到苏联政府的迫害。
1,因为1997年的粤语版本大受欢迎，而当年亦因为场地等原因造成该次未能在台湾，大陆等地区上演，虽然如此，该剧仍旧影响到这些地区的歌迷。
0,在大部份的作业系统中，档案系统里的某些字元因为含有特别的意思，在一个档案的名称，是不可以包括以下的字元：。
-3,近年美田邨及私人屋苑名城入伙后，对区内交通及社区设施造成严重负荷。
-2,由于人类的开发、栖息地的破坏、家畜间杂交等造成野生环境绝灭、栖息地的数量急剧减少。
1,理想酒店在1980年代是香港很多富豪和明星的偷情胜地，因为地方宁静而不受打扰。
1,中低底盘公车的登车门踏步仅有1级或2级踏步，便能登上公车，乘车时特别方便，老弱妇孺受益明显，而年轻力壮者也很需要，因为中低底盘公车的上下车时间较少，可以增加公车速度，方便乘客登车。
1,过往巴士因为使用前置引擎设计，传动轴跨过地台底部，令巴士地台难以造得低。
-1,小青洲虽小，但具有很丰富的生态资源，白腹海雕在此地出没，中西区区议会会议中提及过小青洲暂时不适合发展旅游项目，因为如果容许大量旅客在岛上活动，对岛上生态会有一定破坏。
2,英语在香港比较普及，加上从前香港通常比中国大陆较先接触外来的新事物，过去不谙英语的低下阶层会用广州话拼读日常的英语词汇，所以香港粤语的英语外来词十分普遍。
-2,在1970年代末以后，因为香港电视而导致石岐话不断向广州话靠拢，许多旧有的发音与词汇用法都逐渐减少以至消亡。
1,其中，围头话因为其普遍分布于香港新界区内的围村里而得名。
1,1家早安歌发行集团因为要制作一部纪录片，还得付华纳音乐1500美元的版权费，因此向法院提起诉讼。
1,主体大楼是以空间尽用为原则的智慧型大厦，所以大楼采用了当时开始常见的抬升地台，即在每层地板下铺设了光纤电线等先进设备以供配合使用。
1,该届的音乐会除了表杨过去一年各音乐人的卓越成积外，中文金曲颁奖音乐会的举办是一项慈善活动，因为十大中文金曲颁奖音乐会收益盈余拨捐保良局。
1,它的生体可用率会因为食物而减少，所以应该要建议病患于空腹时配白开水服用。
1,历史上，人们与可见地平线的距离甚为重要，因为其代表着在电波传送与电报发明前人类通讯与相见所能及的最远距离。
1,由于分子中的电子多数是成对存在，根据泡利不相容原理，每个电子对中的两个电子必为一个自旋向上，另一个自旋向下，所以磁性互相抵消。
1,虽然电子自旋共振的原理与核磁共振的类似，但由于电子的质量远轻于原子核的质量，所以电子有较大的磁矩。
1,膀胱镜检查可以从尿道进入，观察前列腺造成阻塞的情况，同时也能看看膀胱里面有没有结石、肿瘤等问题。
-2,叠溪海子是1933年8月25日茂县大地震造成的。
-1,织田信孝是日本安土桃山时代的武将，织田信长之子，因为过继予伊势国的神户氏，又称为神户信孝，因贱岳之战起兵反对羽柴秀吉，事败，被赐死，葬于鹤林山大御堂寺，法名昭云院高严德公。
0,值得注意的是有研究显示显示在禁酒区，醉酒驾驶而导致交通意外的机率比非禁酒地区高。
-1,日本战国时代时，陆奥国的大名芦名盛氏也曾经两度颁布禁酒令，第一次理由不明，第二次是因为嫡男盛兴中酒毒而死去。
0,卡达禁止酒的进口，在公共场所喝酒或晕醉可能会导致入狱或是被驱逐出境，不过在有执照的旅馆餐厅和酒吧可以买到，卡达的外国居民也可以从合法管道取得酒。
1,而在同一时期，掌管大天后宫的三郊组合因为内部的派系冲突等问题，终于在昭和十五年12月25日的协议后召开临时总会，而三郊组合临时总会决议将三郊产业，移交给台南州厅。
1,因为零点能量是一系统可能持有的最低能量，因此此项能量是无法自系统移除。
1,卡西米尔效应一开始被视作不易侦测，因为它的效应只能在极小距离被看到，然而此效应的重要性在奈米科技的发展下逐日增加。
1,世界第一辆特低地台巴士是英国巴士，此款巴士虽为前置引擎设计，由于传动轴设计往靠右边，而非传统前置引擎巴士般设于中间，所以能做到无梯级上车门设计。
0,然而，就算是通勤电车，因为设计需求和地理位置不同，载客量也可能有明显的差别。
1,当日早上，梁成恩因为处理一宗袭击案而留在梨木树警署替一名女证人录取口供，并没有出外巡逻，并且与陈子坤调换了午膳时段。
-1,鉴证专家根据，推测梁成恩身中的5枪，其中3个中枪位置离地面非常近，而且是近距离射击所造成。
1,事情发展到了高度紧张的地步，因为杰西卡·亚崔迪即将来到阿拉吉斯来看望自己的孙子孙女，从而离开她自设的隐居之行星卡拉丹。
-1,1992/1993赛季球队从丁级联赛开始拼搏，当年就成功晋级打入丙级联赛，但是1993/1994赛季球队又因为财政问题再次回到丁级联赛。
0,三角龙是草食性动物，因为牠们的头部低矮，所以牠们可能主要以低高度植被为食，但牠们也可能使用头角、喙状嘴、以身体来撞倒较高的植被来食用。
1,三角龙因为牠们头部的三根大型角而著名。
1,黄泥涌水塘花园，位于香港香港岛黄泥涌峡，前身是于1899年建成的黄泥涌水塘，因为规模不及其他主要水务设施，于1986年由市政局改建为香港首个划艇公园，现时由康乐及文化事务署管理。
1,板龙的化石发现于1834年，并在1837年被叙述，牠们是最早被命名的恐龙之一，但不包含在最早用来定义为恐龙总目的三个属之中，因为当时对于板龙的了解有限。
